QR,AEG,19,-0.008,0.0694,"ALLERTON E JN - GARSTON JN (SPEKE-EDGE HILL LINE)(S25)",,1,0,FALSE,,
QR,AFL,20,0,0.0889,"SEFTON JCN - METAL BOX SIDING (AINTREE FORK LINE)(A25)",,1,0,FALSE,,
QR,AHX,21,0,0.0972,"ALLERTON JN - HUNTS CROSS W JN (ALLERTON CONN.LINE)(A48)",,1,0,FALSE,,
QR,AMJ,22,-0.0019,0.0908,"ASHTON MOSS S JN - ASHTON MOSS N JN (ASHTON MOSS CURVE)(A47)",,1,0,FALSE,,
QR,AQL,259,240.1743,241.0437,"ARCOW QUARRY LINE",,1,0,FALSE,,
QR,AYS,23,1.0662,2.1206,"ASHBURY'S YARD SIDINGS",,1,0,FALSE,,
QR,BBB,24,10.0652,24.0206,"BOLTON E JN - BLACKBURN BOLTON JN (BOLTON-BLACKBURN LINE)(B37)",,1,0,FALSE,,Y
QR,BBS,25,1.1596,2.058,"BAMBER BRIDGE SIDINGS",,1,0,FALSE,,
QR,BBS1,26,10.059,10.1061,"BLACKBURN STATION SIDINGS",,1,0,FALSE,,
QR,BBS2,27,10.0544,10.1108,"BLACKBURN EAST LANCS SIDINGS",,1,0,FALSE,,
QR,BBS3,28,9.1113,10.0614,"BOLTON ROAD GOODS SIDINGS",,1,0,FALSE,,
QR,BBS4,29,9.1219,10.0119,"BLACKBURN KINGS STREET SIDINGS",,1,0,FALSE,,
QR,BCR,30,16.1507,17.0797,"BLACKPOOL CARRIAGE SIDINGS",,1,0,FALSE,,
QR,BDS,31,0.0509,0.0716,"SEACOMBE JN - BIDSTON WEST JN (WEST KIRBY - SEACOMBE LINE)(W16) (SDGS ONLY)",,1,0,FALSE,,
QR,BEJ,32,-0.0161,19.0307,"EDGELEY JN NO 1 - BUXTON STATION (LNW) (BUXTON BRANCH-LNW)(B58)",,1,0,FALSE,,Y
QR,BEM,33,-0.0004,0.0952,"BIDSTON E JN - BRB/MDHC BDY (B'HEAD N GOODS YARD LINE)(B113)",,1,0,FALSE,,
QR,BEN,34,4.0872,7.0394,"BIDSTON E JN - NEW BRIGHTON (B'HEAD PARK-NEW BRIGHTON LINE)(B24)",,1,0,FALSE,,
QR,BFG,35,2.0306,2.1229,"STONEBRIDGE PARK DEPOT  (FORMER HEAVY REPAIR SHOP)",,1,0,FALSE,,
QR,BHI,36,156.0307,159.003,"BASFORD HALL JN - SYDNEY BR JN (INDEPENDENT LINES)",,1,0,FALSE,,Y
QR,BHI1,37,156.1551,157.055,"BASFORD HALL INDEPENDENTS",,1,0,FALSE,,
QR,BIK,38,0,3.099,"PENNINGTON SOUTH JN - BICKERSHAW JN (PART CLOSED)",,1,0,FALSE,,
QR,BPP,39,-0.0197,0.0525,"PHILIPS PARK NO 1 JN - BREWERY SDG JN (MILES PLATTING CONN LINE)(M51)",,1,0,FALSE,,
QR,BSJ,40,4.1746,5.0082,"BOOTLE JN X-OVER (BOOTLE BCH-SOUTHPORT LINE)(B44)",,1,0,FALSE,,
QR,BSN,41,0.0041,0.1458,"STAINTON TO CARLISLE YARD",,1,0,FALSE,,
QR,BUX,42,-0.0021,5.0959,"BUXTON - BRIGG'S SDGS(HINDLOW)(BUXTON & HIGH PEAK JN LINE NO 1)(B59)",,1,0,FALSE,,
QR,CBC1,43,0.0407,74.1618,"CARNFORTH NTH JN - BRANSTY (74M 73CH)",,1,0,FALSE,,
QR,CBC2,44,0.0089,12.0106,"BRANSTY - MARYPORT (12M 05CH)",,1,0,FALSE,,
QR,CBC3,45,0,27.1076,"MARYPORT 0MP - CARLISLE SOUTH JN",,1,0,FALSE,,
QR,CCQ1,46,0,5.1352,"CHESTER STH JN (CLC) - DEE MARSH E JN",,1,0,FALSE,,
QR,CCS1,47,13.0666,14.12,"ROCK FERRY S JN - BIRKENHEAD WOODSIDE (CHESTER-B'HEAD RLY)(PART CLO)(C17)",,1,0,FALSE,,
QR,CCS2,48,14.12,15.0883,"GREEN LANE JN - CAVENDISH SDGS (CHESTER-B'HEAD RLY)(C17B)(PART MDHC)",,1,0,FALSE,,
QR,CDM1,49,0.0476,8.0013,"CASTLEFIELD JN-ALTRINCHAM (CASTLEFIELD-ALTRINCHAM LINE)(C10) (PART CLOSED)",,1,0,FALSE,,
QR,CDM2,50,7.1264,35.0917,"ALTRINCHAM - MICKLE TRAFFORD (ALTRINCHAM-CHESTER LINE)(A4)",,1,0,FALSE,,
QR,CEC,51,0.0093,0.0552,"CARNFORTH E JN - CARNFORTH STN JN",,1,0,FALSE,,
QR,CEH,52,-0.0021,0.0838,"CASTLETON E JN - CASTLETON N JN (CASTLETON NTH FORK LINE)(C74)",,1,0,FALSE,,
QR,CGJ1,53,159,176,"CREWE (159MP) - WEAVER JUNCTION",,1,0,FALSE,,
QR,CGJ2,54,176,181.1627,"WEAVER JN - WARRINGTON",,1,0,FALSE,,
QR,CGJ3,55,181.1623,185.1077,"WARRINGTON - WINWICK JN",,1,0,FALSE,,
QR,CGJ4,56,185.1068,187.1672,"WINWICK JN - GOLBORNE JN",,1,0,FALSE,,
QR,CGJ5,57,0.1153,21.125,"GOLBORNE JNC - PRESTON",,1,0,FALSE,,
QR,CGJ6,58,0,20.1752,"PRESTON - LANCASTER",,1,0,FALSE,,
QR,CGJ7,59,0,69.0202,"LANCASTER - CARLISLE",,1,0,FALSE,,
QR,CHW1,60,0.0471,17.048,"CHESTER EAST JN - WALTON OLD JN",,1,0,FALSE,,
QR,CHW2,61,17.048,17.1678,"WALTON OLD JNC - WARRINGTON STH JNC",,1,0,FALSE,,
QR,CIL,62,157.1396,158.0553,"SALOP GDS JN - CREWE N JN (CHESTER INDEPENDENT LINES)",,1,0,FALSE,,
QR,CMD1,63,-0.0021,8.088,"MACCLESFIELD STN - MLGE CHANGE(HARECASTLE)(MACCLESFIELD-COLWICH LINE)(M3)",,1,0,FALSE,,Y
QR,CMP1,64,158.0263,182.0956,"CREWE NTH JN - EDGELEY JN NO 1 (CREWE-STOCKPORT LINE)(C49)",,1,0,FALSE,,Y
QR,CMP2,65,182.0802,189.0471,"EDGELEY JN NO 1 - MANCHESTER PICCADILLY (STOCKPORT-MANCHESTER LINE)(S42)",,1,0,FALSE,,Y
QR,CNB1,66,160.1396,168.1159,"PEAK FOREST JN - CHINLEY N JN (ROWSLEY-NEW MILLS LINE)(R14)",,1,0,FALSE,,
QR,CNB2,67,-0.0006,0.0628,"PEAK FOREST JN - BUXTON JN (BLACKWELL MILLS CURVE)(B69)",,1,0,FALSE,,
QR,CNB3,68,161.0312,164.0814,"MILLERS DALE JN - BUXTON CURVE JN (BUXTON BCH(MID))(PART CLOSED)(B57)",,1,0,FALSE,,
QR,CNB4,69,164.0688,164.1675,"BUXTON CURVE JN - BUXTON SDGS(BUXTON CURVE)(B71)",,1,0,FALSE,,
QR,CNH1,70,158.0368,178.1473,"CREWE NORTH JN - CHESTER EAST JN",,1,0,FALSE,,
QR,CNH2,71,178.1473,179.1223,"CHESTER EAST JN - CHESTER SOUTH JN",,1,0,FALSE,,
QR,CNH3,72,179.1223,188.088,"CHESTER SOUTH JN - HOLYHEAD",,1,0,FALSE,,
QR,COL,73,188.0909,190.0619,"LONDON RD JN - ORDSALL LANE JN (MSJ&A LINE)(L26)",,1,0,FALSE,,Y
QR,CPI1,74,7.1619,8.1127,"CASTLETON STH JN - CASTLETON NTH JN (CASTLETON STH FORK LINE)(C75)",,1,0,FALSE,,
QR,CPI2,75,8.1066,9.1304,"CASTLETON NTH JN - BRADLEY FOLD JN(CASTLETON-BOLTON LINE)(PART CLOSED)(C11)",,1,0,FALSE,,
QR,"CR 3",76,97.0032,97.01,"_____________NUNEATON UP SIDE",,1,0,FALSE,,
QR,CRR1,77,0.0196,7.149,"CHESTER WEST JN - HOOTON JN (CHESTER-BIRKENHEAD RLY)(C17)",,1,0,FALSE,,
QR,CRR2,78,7.1485,13.0868,"HOOTON JN - ROCK FERRY STN (STH END) (CHESTER-BIRKENHEAD RLY)(C17)",,1,0,FALSE,,
QR,CSD,79,7.1524,8.1347,"CASTLETON DEPOT",,1,0,FALSE,,
