"ST134805-1-171 SWALEC O/h cables approach up side <S> of line at Radyr station FB steps. May be power supply for FB lighting. Cables run under car park and also under boundary feature further S. Agreements 91420, 105525 & 109966 SWalesElecBd refer. - HAZARD V.10",60152732
"ST187762-1-171 British Telecom Cables under land to point near E corner of Fanum House immediately adjacent to viaduct foot. Telecom Cable - RAR Code: HOT or HBT - HAZARD V.10",60152881
"ST188764-1-171 SWALEC Cables under line <through/under arch of viaduct?>, main supply to Brunel House adjacent to E side of Cardiff Queen Street Station. NB Indirect route shown on Swalec plan. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60152887
"SO151000-171 Gelligaer UDC Agmt 53883 Gellygaer UDC re street lighting, 4"" EW duct under road SE side of OBr at Bargoed Station. Lighting Cable - RAR Code: HBL - HAZARD V.10",60113272
"SO151001-171 Agreement 105785 SWALEC re supply cable to Bargoed Station, down side from N to S across Station Road to pole thence under to a point near ramp at buffers of former goods platform line. HAZARD v 10",60113274
"SO151005-171 Cable and Wireless <formerly Mercury Comms> No services found for Cable and Wireless None - HAZARD V.10",60113278
"SO152005-171 Not Known Pipes under road in 1st and 7th arches of viaduct UBr 18.16 to 18.19. 1st arch 63mm centre of arch crossing under road WNW/ESE, 7th arch 180mm & 315mm pipes crossing under W/E on S side of road. High Pressure Gas - RAR Code: HBG - H",60113280
"SO149003-171 British Gas Corres 112036 re gas main under land below 6th arch of viaduct.",60113283
"ST164809-171 Not Known An additional water main at same location as 2x 12"" mains. High Pressure Water - RAR Code: HBW - HAZARD. SeeM58337 Cardiff Corp refers to same water main 4"" cast iron water main V.10",60113289
"ST148903-171 Not Known Agreement 85417 re cable under road at UBr. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60113291
"ST150878-171 Not Known Agreement 97705 re 433/240v cables under road at UBr. Low Tension Cable - HAZARD V.10",60113293
"ST031999-170 Railtrack Emergency Access - Former Abercwmboi Signal Box: Access Point - HAZARD V.10. PED. Jct.32. A470 towards Merthyr. 1st exit on Abercynnon R/A for A4059. Continue along A4059 to Mountain Ash. Left at Council Offices and next left pver bridge to T/Ls. Right along B4275 Aberdare rd. Pass Cemetry on left. Look for station sign on left. Past Fernhill station. Right thro derelict colliery/chemical site. Bear right at boundary fence. Continue to access gate",60114326
"SN985051-160 Railtrack 12"" square stone Drain <confined space> - RAR Code: HSD - HAZARD V.10",60108043
"LANDFILL GAS. This stretch of railway has been identified as being at risk from the migration of landfill gasses. Appropriate precautions should be taken. For further information please contact nationalminingengineer@networkrail.co.uk",60108044
"ST133807-171 Railtrack When on or near the track high visability clothing MUST be worn. From public road at Radyr station, through gateway near Radyr Jn. signal box, thence alongside former Up side running road. Walking Route to Signal Box - RAR Code: HA",60108263
"SN988948-170 Transco Ystrad-Treherbert: Buried main runs along/just within RT boundary.Up-side 20.00-23.38 & 23.62-24.00. Dn.-side 23.38-23.62. At River Rhondda UBrs, gas main attached to structures at: 21.11-13, 21.33-34, 22.07-08, 23.09-10, 23.25-26",60134738
"ST022917-170 Agreement 59236 re sewer under line. HAZARD V.10",60134742
"ST086952-170 Council <Borough> A""cynon-Quakers Yd: Agreement 44879 <1910> refers to stoneware sewer pipe xing over line <in deep cutting> on pipe bridge, supported by steel trestles on masonry piers. GWR CE drg no 61627 also refers. Sewage - RAR Code: HB",60134743
"SS970952-170 British Telecom Ystrad-Treorchy: <1> 2x telecom cables buried in roadway cross line on OBr. MP:21.00. <2> Cable buried in road crosses line at OBr.22.06 Telecom Cable - RAR Code: HOT or HBT - HAZARD V.10",60134746
"ST062975-170 Welsh Water - Dwr Cymru Cyfyngedig P""ceiber: Agreement 104798 <1975- BRB/ Welsh Water Dev Agy.> describes short asbestos surface w/pipe MP:18.77, below up boundary & cess, draining into existing culvert Surface Water - HAZARD V.10",60134897
"ST076995-170 Merthyr Corporation Merthyr Vale: Agreement 76470 <Mar.1951- Merthyr Corp/Rly Exec> refers to installation of water pipe within roadway, crossing over line at OBr: Shown on Welsh water plan. High Pressure Water - RAR Code: HBW - HAZARD V.10",60134899
"ST076994-170 SWALEC Agreement 87993 S.Wales Electric Co re cable laid across/below line, encased in steel/concrete, at MP: 20.04. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60134901
"ST053985-170 SWALEC Mountain Ash: Agreement 79465 <May 1953 -Rly.Exec/SWEB> refers to O/H pole route crossing ABD at MP:19.62 with 1 pole on RT land on downside of line. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60134903
"ST053985-170 SWALEC Mountain Ash: Agreement 93679 <Apr.1963- S.Wales Electricity/BRB> refers to HV cables, laid within earthenware ducts, passing below tracks at MP:19.63. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10.See also Misc43411 exact location unknown but see plan. Agreement 93679 also refers to U/G 11kv cable.",60134905
"ST180827-171 Cardiff Corporation 3""water pipe over the bridge crossing over the railway referred to in agreement no. 82245 Water Pipe - HAZARD V.10",60118688
"ST180827-171 Bristol Gas Co. Agreement no. 107811 refers to 6 "" Gas pipe under railway nr Llanishen Station. Plan unavailable High Pressure Gas - RAR Code: HBG - HAZARD V.10",60118690
"ST156866-171 Railtrack CM & EE dwg no. Ess 711W refers to New Buildings main cold water and tank cold water at Caerphilly station High Pressure Water - RAR Code: HBW - HAZARD V.10",60118723
"ST153953-171 SWALEC O/H cable along downside of route High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60134154
"SS995938-1-171 British Telecom Plan refers to telecom cable under south side of road at OBR crossing over track Telecom Cable - RAR Code: HOT or HBT - HAZARD V.10",60153856
"SS995938-1-171 SWALEC Plan refers to cable supplying street lighting on road at OBr Llwynypia Rd Lighting Cable - RAR Code: HBL - HAZARD V.10",60153858
"SO114070-1-161 Railtrack Agreement no.49400 refers to culvert 1"" 3"" for a 8"" pipe for conveying power for blasting under the LC opp station Culverts <confined space> - RAR Code: BBUC or HSL - HAZARD V.10",60153860
"ST076995-1-170 Rediffusion <Wales> Ltd Agreement no. 89938 refers to O/H radio relay cable crossing over track on poles N of station Radio Relay - RAR Code: HBR - HAZARD V.10",60153862
"SS995938-1-171 SWALEC Plan refers to cable crossing under track south of OBr and leading back under road at OBR.See agreement 44540 which also refers High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60153864
"SS995938-1-170 Railtrack Agreement no44421 refers to 20 sewers under the railway at various locations including this location in the Rhondda Fawr/Fach Sewage - RAR Code: HBF - HAZARD V.10",60153871
"SS995938-1-170 Wales Gas Board Agreement no.78138 refers to10"" gas pipe attached to OBr bolted to angle iron cross members of bridge 16"" above rail level with 2cut off valves High Pressure Gas - RAR Code: HBG - HAZARD V.10",60153880
"SS995938-1-170 Glamorgan CT & AFA Agreement no44782 refers to telegraph poles supplying eight wires for Glamorgan Coal co. along downside Telephone Cable - RAR Code: HOT or HBT - HAZARD V.10",60153882
"ST181804-1-171 Cardiff Railway Company Passenger station. Trains operating in the vicinity. Small Station - RAR Code: ZSS - HAZARD V.10",60135160
"ST186759-1-171 Welsh Water - Dwr Cymru Cyfyngedig Water main under S side of road at UBr. High Pressure Water - RAR Code: HBW - HAZARD V.10",60152874
"SO051061-1-160 Railtrack CCE plan no C29315 refers to platform lighting at Merthyr station High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60153706
"SO051061-1-160 Transco Plan shows gas pipe leading from John St supplying station High Pressure Gas - RAR Code: HBG - HAZARD V.10",60153710
"SO051061-1-160 SWALEC Plan shows E/cable from under John St to station approach rd High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60153712
"SO051061-1-160 British Telecom Plan shows BT cable under n side station approach rd John St. Also O/H cable on poles crossing over track from downside weighbridge and Vaughns Ct to Goods yard. Telecom Cable - RAR Code: HOT or HBT - HAZARD V.10",60153714
"ST142797-171Agreement 51920 Cardiff RDC refers to 15"" sewer under UBR also crossing under CRY at 1m72c; Agreement Mentor 15804/0084 re sewer, also 2 x sewers 6"" & 15"" under road at UBr. HAZARD V.10",60113254
"ST080930-170 Not Known Agreement 44452 Merthyr Tydfil & Aberdare Joint Farms"" Management Committee re open drain from 15.40 to 15.43 parallel to and c2m outside down boundary near Stormstown Junction. Sewage - RAR Code: HBF - HAZARD V.10",60113256
"ST080934-170 Mountain Ash UDC Agreement 94981 Mountain Ash UDC re pipe set in S side of road at OBr. NB plan with agreement states 16.23 but OBr identifies correct site as 16.03. High Pressure Water - RAR Code: HBW - HAZARD V.10",60113258
"ST152986-171 Not Known Plan available proposed abandoned main Unknown Pipeline - HAZARD V.10",60113268
"ST154986-171 Agreement 109500 re surface water pipe between wing walls on down/E side. HAZARD V.10",60113270
"ST153993-171 SWALEC Agmt S Wales Elec Bd re cables, poles and stays along old parallel formation on down side at 17.42 to 17.53, then crossing under old formation and CAR to up side & then NW to up side boundary at 17.56. High Voltage Cable - RAR Code: HO",60113271
"SN988948-1-170 Transco Gas main under line. High Pressure Gas - RAR Code: HBG - HAZARD V.10",60152913
"ST123834-171 Railtrack Former Portobello LC: Public FP. Gate <vehicle> upside and kissing gate dnside <foot> Access Point - HAZARD V.10.  VEH. Jct.32. A470 to Taffs Well/ A4054 Cardiff Rd. Continue through village. Right into church street and left into Kings Street. Right along lane between houses to Xing. Vehicle access along trackside in both directions <to Upperboat and Taffs Well>",60114519
"ST026914-170 Railtrack When on or near the track high visability clothing MUST be worn. Off the ramp of station platform. Walking Route to Signal Box - RAR Code: HA - HAZARD V.10",60114362
"ST053985-170 Welsh Water - Dwr Cymru Cyfyngedig Mountain Ash: Agreement 104799 <July 1975 - BRB/Welsh Water Dev Agy>, refers to sewer laid across/below line at MP:19.59 Sewage - RAR Code: HBF - HAZARD V.10.See plan. Agreement 104799 also refers to U/G water pipe.",60134911
"ST051987-170 National Coal Board Mountain Ash: Agreement 82123 <July 1955- BTC/NCB> refers to 2x pipes: <1> Copper water pipe 3""diam. & <2> Cast Iron 6""sewage pipe in concrete, both passing under ABD at 19.73 Water Pipe - HAZARD V.10.See Welsh Water plan",60134916
"ST154951-171 Rediffusion <Wales> Ltd UBr. at 14.55 Hengoed Stn.: Agreement 69908 <May 1946> refers to ""rediffusion"" cables attached, with brackets, to bridge walls alongside road below railway. Telecom Cable - RAR Code: HOT or HBT - HAZARD V.10",60134921
"ST086954-170 SWALEC Abercynon-Q""Yard: Agreements 97614 & 109334 refer to o/h 33 & 400kv routes xing CAM on 45 degree skew at MP:17.10 - 17.12. Shown on Swalec plan. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60134923
"ST076994-170 Privately Owned Merthyr Vale: Agreement 44517 <Sept.1902 -Nixons Navigation/GWR> refers to three 2"" water pipes, laid under CAM through culvert to north of Merthyr Vale Stn. at 20.05. Water Pipe - HAZARD V.10",60134925
"ST076957-170 National Coal Board P""cynon: Agreement 83059 <1955- NCB/BR> refers to LV cables from point adj. to P""cynon SB, running along/below downside of P""cynon Sdgs. Running lines not affected. Electric Cable - HAZARD V.10",60134926
"ST182807-171 Railtrack S & T cables along downcess trough crossing track S of Station Rd Obr. See CF2663/4 S&T Cable - RAR Code: HBS - HAZARD V.10",60118694
"SS995938-1-170 Railtrack Agreement no 99278 refers to 9"" water pipe under and in railway and RT boundary High Pressure Water - RAR Code: HBW - HAZARD V.10",60153873
"SS995938-1-170 SWALEC Agreement no.111900 refers to a cable along and under the railway and RT property between 19m18-19m 19ch with stay at 19m15ch High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60153874
"SS995936-1-170 Wales Coal Board Agreement no 81242 refers to line of 24"" concrete drain pipe on downside RT property Cesspit/Drain - RAR Code: WDB - HAZARD V.10",60153879
"ST076910-1-170 Welsh Water - Dwr Cymru Cyfyngedig Agreement 99635 Taf Fechan Water Board re water main under line. High Pressure Water - RAR Code: HBW - HAZARD V.10",60153252
"ST070903-1-170 Council <District> Agreement 44276 Pontypridd Urban Sanitary Authority re sewer under line at UBr Sewage - RAR Code: HBF - HAZARD V.10",60153254
"ST049989-1-170 SWALEC Agreement 59932 re 33kv o/h cables across line. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60153257
"ST182813-1-171 Energis Nil return for Energis at this mileage None - HAZARD V.10",60154074
"SO127050-1-161 Energis Nil return for Energis at this mileage None - HAZARD V.10",60154081
"SO024012-1-170 Cardiff Railway Company Passenger station. Trains operating in the vicinity. Small Station - RAR Code: ZSS - HAZARD V.10",60135121
"ST146808-1-171 Cardiff Railway Company Passenger station. Trains operating in the vicinity. Small Station - RAR Code: ZSS - HAZARD V.10",60135123
"ST035995-1-170 Cardiff Railway Company Passenger station. Trains operating in the vicinity. Small Station - RAR Code: ZSS - HAZARD V.10",60135143
"SO051061-1-160 Railtrack CCE plan no C29167 refers to new station block drainage layout & external services Sewage - RAR Code: HBF - HAZARD V.10",60153718
"SO051061-1-160 Railtrack CCE plan no.C29167 refers to new station lighting High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60153720
"ST075897-170 Railtrack Pontypridd Station: Access Point - HAZARD V.10. PED. Jct32. A470 to Pontypridd exit. 1st exit left on R/A top pontypridd. left on T/Ls opposite Quick Fit under railway. Continue thro T/Ls and station car park on left.",60114522
"ST168787-171 Railtrack Llandaff. Access off Mynachdy Rd to dnside <vehicle> Access Point - HAZARD V.10. PED. Jct.32. A470 to Gabalfa Flyover Under fly-over and 3rd exit along western Ave slip rd. 3rd turning left into Mynachdy rd. look for post box on right. Right turn before post box into laneto access gate for yard. Thro yard to access gate to railway. Not allowed to leave vehivles in yard.",60114524
"ST081947-170 Railtrack Abercynon South Station: Access Point - HAZARD V.10Abercynon Yard. PED. Jct32. A470 to Abercynnon west turn off B4275. Pass navigation Pub and continue under Railway bridge and left along Station rd. pass Abercynnon North station and continue to Station entrance on left of opposite Lindsay Conservative Club. Walk under subway to Platform.",60114527
"ST086963-170 Railtrack Quakers Yard. Access via gate off Pen Locks across site to dnside Access Point - HAZARD V.10",60114530
"ST086965-170 Railtrack Quakers Yard Station: Windsor Rd/Taff Vale Access Point - HAZARD V.10.   VEH. Jct.32. A470 to Abercynnon R/A. 3rd exit to next R/A 1st exit for A4054 Cardiff rd. Continue Edwardsville. Left into Beechgrove opposite junction for Trelewis. Look for station sign. 2nd left into Taff vale for ststion. Park and walk to station.",60114531
"ST076993-170 Railtrack Merthyr Vale Station: <foot> Access Point - HAZARD V.10. PED. Jct. 32. along Cardiff Road to merthyr Val. Look for station sign. Left along Wesley Place to Station Square. LEFT ALONG BELLSHILL b4285. LEFT INTO TUDOR CLOSE. STATION ON LEFT.",60114533
"ST183771-171 Railtrack Cathays Station: Access upside/dnside <foot> Access Point - HAZARD V.10. PED. Jct.32. Towards City Centre. Left along Corbet rd thro T/Ls. right into Catherine street. Right into Woodville rd. Continue along Senghennydd Rd Station on right.",60114542
"ST154793-171 Railtrack Access via gate in fence on dnside off Coed Arian <foot> Access Point - HAZARD V.10",60114545
"ST151793-171 Railtrack Barry Wrides public FP. Access off Wingfield Rd to path/stile on dnside <foot> Access Point - HAZARD V.10. PED. Jct.34. To Roundabout by Witchurch Library. 3rd exit for Kelston rd/ Heol Don. Continue to railway bridge before Llandaff station. Sharp right into Wingfield rd. Bear right to continue on Wingfield rd to end of road. Look for public foot path sign. Walk to Xing.",60114546
"ST134805-171 Railtrack Radyr Station: Access through Yard & Car Park to upside Access Point - HAZARD V.10. PED. Jct32. A470 towards Merthyr. Off dual carriage for Morganstown/ Radyr. Left at cenataph following sighns for Station. 1st exit on R/A into Station Car park.",60114548
"ST142943-171 Railtrack Ystrad Mynach Station: Off A472 <vehicle> Access Point - HAZARD V.10. VEH. M4. Jct.32. Take A470 to Abercynnon R/A. 2nd exit on R/A for A472. Continue along A472 to Ystrad Mynach. On approach to Ystrad Mynach, left into Station car park. Look for Station sign.",60114552
"ST148870-171 Railtrack Aber Station: Off Nantgarw Rd <foot> Access Point - HAZARD V.10. PED. Jct.32. Branch left, then at roundabout take the 1st exit, then merge onto the A470. Signposted Merthyr Tydfil A468. Branch left, then at roundabout take the 3rd exit onto the A468. Signposted Caerphilly. Warning: Speed Cameras along the A468 B4600. At R/A take the 3rd exit onto Nantgarw Road - B4600 Signposted Castle. At roundabout take the 2nd exit onto Nantgarw Road - B4600 Signposted Caerphilly. At T/Ls continue forward onto Nantgarw Road - B4600. Arrive on Nantgarw Road. Left at Railway pub into car park. Walk to Station.",60114553
"SO092013-171 Railtrack 9"" EW pipe. NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107755
"ST102983-171 Railtrack 9"" EW pipe, not found <1995> NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107757
"ST099990-171 Railtrack 9"" EW pipe. NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107759
"ST098995-171 Railtrack 12"" square stone, not found <1995> Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107761
"SO096000-171 Railtrack 2 x 9"" plastic pipes. NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107763
"ST104977-171 Railtrack 12"" Armco pipe, not found <1995> Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107765
"ST105975-171 Railtrack 12"" concrete pipe Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107767
"SO089019-170 Railtrack 9"" EW & 12"" Armco pipe. NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107769
"SO089021-170 Railtrack 9"" EW pipe. NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107771
"SO089022-170 Railtrack 9"" EW pipe, not found <1995> NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107773
"SO092036-171 Railtrack 12"" square stone Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107776
"SO093044-171 Railtrack 12"" conc & EW pipe Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107778
"SO094005-171 Railtrack 12"" steel pipe. NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107780
"ST103980-171 Railtrack 12"" EW pipe, not found <1995> Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107792
"SO092057-161 Railtrack 10"" pipe. NIBR Drain <confined space> - RAR Code: HSD - HAZARD V.10",60107794
"ST123834-1-171 CableTel Nil return for Cabletel at this location None - HAZARD V.10",60154029
"SO138034-1-171 CableTel Nil return for Cabletel at this location None - HAZARD V.10",60154035
"ST182813-1-171 CableTel Nil return for Cabletel at this location None - HAZARD V.10",60154037
"ST104866-1-171 CableTel Nil return for Cabletel at this location None - HAZARD V.10",60154039
"ST111960-171 Possible shallow workings under line, depth unknown. Source: GWZ - Schedule of hazards associated with shallow mineworkings & mineshafts, Mining Engineer, Derby, 23/09/1997, ref SMWP/10. Mining <Historic> - RAR Code WTFSM - HAZARD V.10",60154539
"Agreements 111691 to 111693 re Station & Outside Canopy. Planning auth: Taff Ely BC ID: HR20444/8002; Doc No: 111691MISC HAZARD V.10",60135676
"--- Welsh Water - Dwr Cymru Cyfyngedig Water mains under road adjacent to RT boundary, running from before start mileage. High Pressure Water - RAR Code: HBW - HAZARD V.10",60153057
"--- Williams, CP & BA Agreement 53062 re street lightoing cables under line at subway. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60153060
"ST078942-170 Agmt 51682 & SWALEC re 2x 11kv/lv cables under road at OBr. HAZARD V.10",60153228
"ST082949-1-170 Transco Gas main under S side of road at UBr. High Pressure Gas - RAR Code: HBG - HAZARD V.10",60153231
"ST079944-1-170 British Telecom Telecom o/h cable across up side land to W, with 43938 CAM Telecom Cable - RAR Code: HOT or HBT - HAZARD V.10",60153234
"ST018917-1-170 SWALEC Agreement 59932 re 33kv o/h cables across line. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60153251
"ST164809-171 Not Known LV cable laid under SW side of road at OBr. Low Voltage Cable - HAZARD V.10.See M54570 which also refers.",60113240
"ST187755-171 Not Known 2x gas mains <300mm & 12"", HP & LP> on N side of road, Herbert Street OBr. Branch running S from under W edge of bridge structure. High Pressure Gas - RAR Code: HBG - HAZARD V.10",60113242
"ST186758-171 Not Known Cable under path on S side Bute Terrace OBr, also across road and around viaduct at NE corner of abandoned East branch bridge. Further cable in tunnel c20m N of bridge. Telecom Cable - RAR Code: HOT or HBT - HAZARD V.10",60113244
"ST168787-171 Not Known Agmt 44854 of 1921 shows cable across/under line at site of level crossing at 3MP. Possibly out of use or removed. High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60113247
"ST183790-171 Not Known Agreement77845 re pipe under path S side of Wedal Road at UBr. High Pressure Water - RAR Code: HBW - HAZARD V.10",60113249
"ST066968-170 Railtrack Upside access gate at end of public rd <Caemaen St, off Selina Rd from B4275> Access Point - HAZARD V.10. PED. Jct.32. A470 to Abercynnon R/A. 1st exit left alongA4059 for maountain Ash. Look for sign for Sports Centre. Left turn for Sports Centre and Penrhiwceiber, Follow road over railway bridge to B4275. Right along Abercynnon road rowards Penrhiwceiber. Right at sign for Ysysboeth Industrial Estate. Down hill along Nant-Y-Fedw. Right opposite factory gates along Caemaen St. Park and walk along footpath at side of end terrace to access gate.",60114268
"ST049990-170 Railtrack Mountain Ash Station: Access via Oxford St <B4275> and Henry St Access Point - HAZARD V.10. PED. Jct.32. A470 towards Merthyr. 1st exit on Abercynnon R/A for A4059. Continue along A4059 to Mountain Ash. Left at Council Offices and next left pver bridge to T/Ls. Left on T/Ls along Oxford Street. Left before Workingmens Clubinto Henry Street. Station on left. Acess gate on left in car park.",60114273
"ST034997-170 Railtrack Bruces Upper LC: Access from Aberdare Rd - B4275 via public FP Access Point - HAZARD V.10. PED. Jct.32. A470 towards Merthyr. 1st exit on Abercynnon R/A for A4059. Continue along A4059 to Mountain Ash. Left at Council Offices and next left pver bridge to T/Ls. Right along B4275 Aberdare rd. Pass Cemetry on left. Look for station sign on left. Past station. Right off Aberdare Rd via public F/Path.",60114310
"ST172783-171 Railtrack Status = ClosedGas = NoAsh and inert waste Access Point - HAZARD V.10",60108443
"ST147797-171 Railtrack Status = ClosedGas = YesBiodegradable waste. Leachates on site Access Point - HAZARD V.10",60108445
"ST067967-170 Cable and Wireless <formerly Mercury Comms> No services found for Cable and Wireless None - HAZARD V.10",60113044
"ST067967-170 Welsh Water - Dwr Cymru Cyfyngedig Plan available proposed abandoned main. High Pressure Water - RAR Code: HBW - HAZARD V.10",60113046
