"Gated Vehicular Access Upside Postcode TA2 8BX",60294315
"Level Access: Post Code TA2 6BB",60294317
"Level Crossing Access Up And Downside Postcode TA4 1HL",60294318
"Farm Vehicular Access Downside Postcode EX153ET",60294322
"Gated Steps Upside Postcode EX15 1QS",60294326
"Permission Required Level Access Vehicular Postcode EX5 4LB",60294329
"Level Crossing Access Up & Downside Postcode EX5 4AA",60294334
"Gated Vehicular Access Downside. Track across field:  Postcode EX5 5EA",60294336
"SO837186-162 Railtrack Access Point - Asset amended as per HDB Verification Exercise 16/10/02 AH. - Asset Item code changed as per HDB Verification exercise 22/10/02 AH.",60095634
"SO691072-162 Railtrack Access Point - Asset Item code changed as per HDB Verification exercise 22/10/02 AH.",60095654
"Ground Water Protection Zone (On Rly) South West Water-weedspray restricted site-NO SPRAY",60282592
"Ground Water Protection Zone (On Rly) Thames Water-weedspray restricted site-GLY only",60282594
"Ground Water Protection Zone (On Rly) South West Water-weedspray restricted site-NOSPRAY-reviewed with Norman-See letter 16/10/00, Toadflax and again 29/01/01",60282601
"Ground Water Protection Zone <On Rly>~ Thames Water-weedspray restricted site-GLY only.",60282609
"Ground Water Protection Zone <On Rly>~ Thames Water- weedspray restricted site-GLY only",60282616
"Up Westbury-To gain the required clearance when the maintainer or renewals contractor are working at this location, the track needs to slued towards the six foot.",60283894
"M52318 Long Ashton RDC Sewer laid through under bridge.",60285690
"Agreement no 23964 dated 06/03/1902 with Gas & Light Coke Co re gas main in road over bridge.",60288188
"Agreement nos 77501, 62916, 67559 and 49886 dated 14/07/1927 with Metropolitan Electric Co re cables in path and road over bridge. Also Southern Electric agreement nos 77994 and 80356, London Power Co agreement nos 61537 and 53245 dated 27/06/1930 and Cen",60288189
"M93221 Southern Electricity Board. Electric cable alongside main line/ under main line 240v.",60289114
"M26284 Urban Electric Company Ltd. Electric cables in road over bridge.",60289117
"M60798/62331 Urban Electric Company Ltd. Electric cable in road over bridge.",60289118
"M66382 Newbury Corporation. Gas main in road over bridge.",60289121
"M9594 Newbury Corporation. Gas main in road over bridge.",60289123
"M19640 Newbury Gas Company. Gas main in road over bridge.",60289125
"M41437 Newbury Corporation. Gas main secured over bridge.",60289127
"M32906 James Buchannon. Water main under Railway road.",60289129
"M18752 Newbury District Water Co. Water pipe in road over bridge.",60289130
"M59906 Newbury District Water Co. Water main secured over bridge.",60289133
"M91541 Newbury Corporation. Surface water pipe into culvert.",60289135
"M97293 Southern Electricity Board. Electric cables over main line 11kv.",60289136
"M95368 Southern Electricity Board. Electric cable over main line 33kv.",60289139
"M98525 Southern Electricity Board. Electric cable alongside main line.",60289142
"M55641 Wessex Electricity. Electric cables through culvert along main line.",60289143
"M22562 AG Turner Water pipe through culvert under main line.",60289146
"Agreement No. 66340 <no date shown> with Mid Essex Water Company regarding water pipe under level crossing.",60288437
"M69277 Gloucester Gas Light Company. 4"" Gas main under roadway over bridge.",60288440
"Agreement No. 71287 dated 14/10/1947 with Wessex Electricty regarding electric cable under main line 11kv.",60288451
"Agreement No. 85156 dated 13/9/1956 with Colthrop Board & Paper Mills regarding sewer pipe secured over foot bridge.",60288453
"M105589 MrKC.Osmentl. Water Ppipe through culvert under main line.",60286433
"M107959. South Western Electricity. Electric cable over main line.",60286453
"M105945 South Western Gas Board. Gas main attached over bridge.",60286454
"M99914 South Western Gas Board. Gas main under main line.",60286456
"M108619 Taunton Deane County Council. Sewer pipe under main line.",60286458
"M93876 South Western Electricity. Electric cables over main line.",60286460
"ST250257-1-193 Tucker W & PIM Agreement 92258 re water pipe under rail land, no plan. Water Pipe - HAZARD V.10",60286462
"During construction phase of West Ealing Autotransformer Feeder Station, contaminated land was confirmed as present in localised areas of the site. This is assumed to be linked to the hstorical land use of this site <fLight Industrial>. The contamination ",110158549
"During construction of Slough Autotransformer site <ATS>, one 300mm diameter gas main was found under Slough Autotransformer site<ATS> compound pallisade fence on the boundary with the Down Main Line at a depth of approximately 900mm. The gas main was tes",110158551
"TQ163807-176 Agreement 64072 re Southern Electric lv cables under line W of FB. Serves sub-station inside curve on up side c17m from cess rail. HAZARD V.10",110158554
"Slough Autotransformer site with LIVE 25,000 open terminal switchgear and LIVE EXPOSED 25,000 busbars. OS grid reference SU983 800.",110159086
"RT190 Northavon District Council Culvert running under line.",60295400
"M91318 Southern Electricity Board 240v cable over line.",60295402
"SX490547-201 SWEB Cables under line to electric sub station on SE side of line <away from boundary by N corner of factory.> High Voltage Cable - RAR Code: HOE or HBE - HAZARD V.10",60295404
"M97819 SWEB 240v cable under land near line",60295414
"M76182 Plymouth Corporation 24"" water main under line under bridge.",60295416
"M64144 St Austell & District Electric Lighting & Power Co 230v cable under line.",60295418
"M111124 SWEB 100kv cable under road near line.",60295420
"M111124 SWEB 100kv cable under road near line.",60295422
"M80721 St Austell Urban District Council 18"" Sewage pipe alongside line.",60295423
"M34638 St Blazey Gas Co Ltd 6"" gas pipe under line.",60295425
"M108928 Restormel Borough Council 600mm Water pipe under line.",60295427
"A temporary cable has been routed across the UR, DM & UM via hollow bearer sleepers. On both cess sides of the route the cable is exposed giving rise to a tripping hazard. If any planned work is taking place in the area please contact Jamie Heaton <07825 ",110149264
"BS7 9NA.  51.47897 - -2.57612.  New foot access, possible vehicle access, not RRV.",60331306
"BS7 9NA. 51.47919 - -2.57612,  New foot access to track.",60331307
"ST 60708 74745 - On Glenfrome Road pass under the railway then turn right at the roundabout onto Eastgate Road. Take a right into West Utilities and follow the road round. Access gates on your right just before Eastville Depot. There are 3no access gates ",60331308
"BS5 6HX.  51.46698 - -2.5654.  Foot access to S&T equipment.",60331309
"BS5 6HX. 51.46715 - -2.56566.  Foot access to S&T second access.",60331310
"SU400675-Weedspray restrictions-No Scrub-GLY only-indicates that Garlon,Timbrel or other treaments containing tricopyr should not be sprayed onto the scrub area.New in 2000.",60283936
"SU168613-Weedspray restrictions-No Scrub-indicates that Garlon,Timbrel or other treatments containing tricopyr should not be sprayed onto the scrub area.New in 2000. Candidate Special Area of Conservation as per letter from English Nature dated 11 May 20",60283938
"ST518288-Weedspray restrictions-No Scrub-indicates that Garlon, Timbrel or other treatments containing tricopyr should not be sprayed onto the scrub area.No spray on embankment, butterfly breeding site.",60283940
"Weedspray restrictions-Short section of fence adjoining SSSI.No Scrub-indicates that garlon,Timbrel or other treatments containing tricopyr should not be sprayed onto the scrub area. Council: Taunton Deane. Planning authority:Taunton Deane Borough Council",60283942
"SSSI at Shirehampton Weedspray restrictions-No Scrub-indicates that Garlon,Timbrel or other treatments containing tricopyr should not be sprayed onto the scrub area.",60283944
"M46257 Gaslight & Coke Co. refers to U/G gas pipe.Location not given.See also Dwellings Trust agreement M53071which refers to gas pipe connection.",60284861
"Electric cable 240v under main line. South Western Electricity doc no 105263 date unknown.",60160722
"Agreement no 100633 with Scandinavian Flooring Ltd re low voltage service to tenants.",60288231
"Agreement no 89937 dated 04/07/1960 with Southern Electricity re cable to supply sub station.",60288232
"Agreement no 55249 dated 15/09/1931 with Central Electric Board re cables in roadway over bridge.",60288234
