QL,AFS,83.0314,251,83.0506,"AVIEMORE TO FORRES",HLJ2,TRUE,
QL,AKE1,6.143,23,8.0308,"ALLOA CO-OP JUNCTION TO KINCARDINE JUNCTION",HLJ3,TRUE,
QL,AKE2,0,24,3.1034,"KINCARDINE JUNCTION TO KINCARDINE SSEB SIDINGS",HLJ3,TRUE,
QL,AMY1,3.1298,25,4.0352,"MARKINCH JN - AUCHMUTY (MARKINCH JN - MILEAGE CHANGE).",HLJ3,TRUE,
QL,AMY2,0,26,1.0154,"MARKINCH JN - AUCHMUTY (MILEAGE CHANGE -AUCHMUTY TULLIS RUSSEL SIDINGS)",HLJ3,TRUE,
QL,ANI1,0,27,53.0118,"ABERDEEN TO INVERNESS : ABERDEEN STN. - KEITH",HLJ2,TRUE,
QL,ANI2,0,28,30.0885,"ABERDEEN TO INVERNESS : FORRES STN. - KEITH",HLJ2,TRUE,
QL,ANI3,119.0572,29,143.0843,"ABERDEEN TO INVERNESS : FORRES STN - INVERNESS MILLBURN JN.",HLJ2,TRUE,
QL,ANN,39.0952,30,39.1079,"NEWTON JN - MAUCHLINE JN",HLJ5,TRUE,
QL,ANN,39.1079,31,50.0364,"NEWTON JN - MAUCHLINE JN",HLJ4,TRUE,
QL,ARG1,0,32,0.0858,"RUTHERGLEN CENTRAL JN-FINNIESTON JN (RUTHERGLEN CENTRAL JN-STRATHCLYDE JN)",HLJ5,TRUE,
QL,ARG2,0.0858,33,4.1628,"RUTHERGLEN CENTRAL JN - FINNIESTON JN (STRATHCLYDE JN - FINNIESTON JN)",HLJ5,TRUE,
QL,ARG2,0.154,34,4.1628,"RUTHERGLEN CENTRAL JN - FINNIESTON JN (STRATHCLYDE JN - FINNIESTON JN)",HLJ5,TRUE,
QL,ARH,30.0978,35,31.0822,"ARDROSSAN S BEACH - ARDROSSAN HBR",HLJ5,TRUE,
QL,AYH1,0.0091,36,0.1432,"AYR HARBOUR BRANCH (NEWTON JN.  - BRB/ABP BDY 0M936Y - AYR HARBOUR)",HLJ5,TRUE,
QL,AYH2,38.165,37,39.0839,"AYR HARBOUR BRANCH (FALKLAND JN - AYR HARBOUR JCN <THRO'FALKLAND YARD>)",HLJ5,TRUE,
QL,AYR1,0,38,4,"GLASGOW - AYR (BRIDGE ST JN - COM PAISLEY GILMOUR STREET)",HLJ4,TRUE,
QL,AYR1,4,234,6.1166,"GLASGOW - AYR (BRIDGE ST JN - COM PAISLEY GILMOUR STREET)",HLJ5,TRUE,
QL,AYR2,6.1606,39,7,"GLASGOW - AYR (COM PAISLEY GILMOUR STREET - ELR CHANGE STONEY BRAE)",HLJ5,TRUE,
QL,AYR3,7,40,23,"GLASGOW - AYR (ELR CHANGE STONEY BRAE - ELR CHANGE DALRY)",HLJ5,TRUE,
QL,AYR4,23,41,33.0162,"GLASGOW - AYR (ELR CHANGE DALRY - COM BARASSIE JN)",HLJ5,TRUE,
QL,AYR5,0,42,2.033,"GLASGOW - AYR (COM BARASSIE JN.- COM FORMER LOCHGREEN JN)",HLJ5,TRUE,
QL,AYR6,35.011,43,40.1078,"GLASGOW - AYR (COM FORMER LOCHGREEN JN. - AYR STATION)",HLJ5,TRUE,
QL,BAK,-0.005,44,7.1227,"KILMARNOCK STN JN - BARASSIE JN",HLJ4,TRUE,
QL,BAK,7.1227,45,7.1247,"KILMARNOCK STN JN - BARASSIE JN",HLJ5,TRUE,
QL,BCH,16.0836,46,20.0857,"DALREOCH JN - BALLOCH STATION (20M857Y) - FORMER BALLOCH PIER STATION",HLJ5,TRUE,
QL,BGD,-0.0044,47,4.087,"ALVES JN - BUFFER STOP (4M870Y) - BURGHEAD SMD",HLJ2,TRUE,
QL,BID,0,48,0.0726,"BURNTISLAND DOCK JN-  BRB/FPA BDY BURNTISLAND DOCK",HLJ3,TRUE,
QL,BRD,101.1433,49,102.0458,"TERMINUS JN FOR SHIELDS - SHIELDS JN FOR BELLAHOUSTON (BURMA ROAD)",HLJ5,TRUE,
QL,BWL,0,50,0.0924,"GLENCRAIG JN - BRB/NCB BDY BOWHILL WASHERY",HLJ3,TRUE,
QL,BYL,0,51,0.1311,"DUBBS JN - BYREHILL JN",HLJ5,TRUE,
QL,CBD1,0,52,1.072,"CUMBERNAULD LINE   (GARTCOSH JN - GARNQUEEN NORTH JN)",HLJ3,TRUE,
QL,CBD2,97.0132,53,103.1013,"CUMBERNAULD LINE (GARTCOSH JN - SIGHTHILL EAST JN.)",HLJ3,TRUE,
QL,CDC1,0,54,14,"LADYBANK JN - HILTON JN (LADYBANK JN - COM BRIDGE OF EARN)",HLJ3,TRUE,
QL,CDC1,14,55,14.022,"LADYBANK JN - HILTON JN (LADYBANK JN - COM BRIDGE OF EARN)",HLJ2,TRUE,
QL,CDC2,44.0396,56,45.1452,"LADYBANK JN - HILTON JN (COM BRIDGE OF EARN - HILTON JN.)",HLJ2,TRUE,
QL,CKT,0,57,0.1058,"CRAIGLOCKHART JN - SLATEFORD JN",HLJ3,TRUE,
QL,CLB,30,58,30.0513,"EX CRIANLARICH LOWER SIDING - E.O.L.30 M.P. - CRIANLARICH LOWER JUNCTION",HLJ5,TRUE,
QL,CLY,100.1327,59,102.0594,"LARKFIELD JN FOR CENTRAL STN - SHIELDS JUNCTION (CLYDESDALE LINE)",HLJ5,TRUE,
QL,CMS,-0.0032,60,0.0866,"CARMUIRS WEST JN - CARMUIRS EAST JN.",HLJ3,TRUE,
QL,CNC,0,61,0.099,"CATHCART NORTH JN - CATHCART EAST JN",HLJ5,TRUE,
QL,CND1,0,62,0.0792,"CARDONALD JN - DEANSIDE (CARDONALD JN - COM FORMER CARDONALD NORTH JN.)",HLJ5,TRUE,
QL,CND2,0,63,1.0487,"CARDONALD JN - DEANSIDE (COM FORMER CARDONALD NORTH JN. - E.O.L. DEANSIDE)",HLJ5,TRUE,
QL,CNL,1.0116,64,7.0026,"SHIELDS JN FOR BELLAHOUSTON - PAISLEY CANAL STATION",HLJ5,TRUE,
QL,CON1,0,65,0.0418,"CONTAINER BASE BNCH (C.O.M.GARVEL DOCK JN - CONTAINER BASE JN.)",HLJ5,TRUE,
QL,CON2,22.1276,66,23.0374,"CONTAINER BASE BCH (C.O.M.CARTSBURN JN - C.O.M.GARVEL DOCK JN.)",HLJ5,TRUE,
QL,CON3,22.1276,67,24.0682,"CONTAINER BASE BCH. (CARTSBURN JCN. - PRINCES PIER)",HLJ5,TRUE,
QL,COS1,14.033,68,15.0638,"COLTNESS WORKS - GARRIONGILL JN (COM FORMER MORNINGSIDE JN-GARRIONGILL JN)",HLJ4,TRUE,
QL,COS2,0,69,0.0231,"COLTNESS WORKS - GARRIONGILL JN (BRB BDY 0M231Y-FORMER MORNINGSIDE JN)",HLJ4,TRUE,
QL,CPH,0,70,1.1719,"CRAIGENTINNY - POWDERHALL",HLJ3,TRUE,
QL,CRE,28.0028,71,33.0979,"REDFORD JN - WESTFIELD",HLJ3,TRUE,
QL,CRN,0,72,2.0282,"CHARLESTON BRANCH (ELBOWEND JN. - CHARLESTON)",HLJ3,TRUE,
QL,CSN,0.0064,73,0.0462,"COWLAIRS EAST  JN - COWLAIRS NORTH JN",HLJ3,TRUE,
QL,CSP,73.108,74,74.0215,"CARSTAIRS STATION JN - CARSTAIRS EAST JN",HLJ4,TRUE,
QL,CTC,0,75,5.045,"CATHCART CIRCLE (MUIRHOUSE NORTH JN - MUIRHOUSE CENTRAL JN)",HLJ5,TRUE,
QL,CWH1,13.0438,76,22.1672,"INVERKEITHING CENT JN -THORNTON SOUTH JN (I'KEITHING C.JN.-COWDENBEATH N.J)",HLJ3,TRUE,
QL,CWH2,0,77,0.154,"INVERKEITHING CENT JN - THORNTON S.JN (COWDENBEATH N JN-COM LUMPHINNANS)",HLJ3,TRUE,
QL,CWH3,27,78,35.0836,"INVERKEITHING C JN - THORNTON S JN (COM LUMPHINNANS - THORNTON S JN)",HLJ3,TRUE,
QL,DFN,53.0118,1,53.081,"KEITH JN - BUFFER STOP AT 53M810Y - FORMER DUFFTOWN FREIGHT",HLJ2,TRUE,
QL,DMY,34.1163,2,39.0126,"WINCHBURGH JN - DALMENY JN",HLJ3,TRUE,
QL,ECA1,73.0303,3,73.1266,"CARSTAIRS SOUTH JN - HAYMARKET E JN (CARSTAIRS S JN - COM CARSTAIRS E JN )",HLJ4,TRUE,
QL,ECA2,74.0215,4,81,"CARSTAIRS SOUTH JN - HAYMARKET E JN (COM CARSTAIRS E JN - SLATEFORD JN )",HLJ4,TRUE,
QL,ECA2,81,5,99.0014,"CARSTAIRS SOUTH JN - HAYMARKET E JN (COM CARSTAIRS E JN - SLATEFORD JN )",HLJ3,TRUE,
QL,ECA3,99.0014,6,100.0899,"CARSTAIRS S JN - HAYMARKET E JN (SLATEFORD JN - HAYMARKET E JN {OLD ECA2} )",HLJ3,TRUE,
QL,ECM8,0.0618,7,54.1108,"EDINBURGH WAVERLEY STN - BERWICK (REGIONAL BOUNDARY)",HLJ3,TRUE,
QL,ECM9,0,8,0.0618,"EDINBURGH WAVERLEY STATION - WAVERLEY STATION LIMITS",HLJ3,TRUE,
QL,ECN1,-0.0043,9,0.0316,"EAST COAST NORTH (EDINBURGH WAVERLEY STATION LIMITS )",HLJ3,TRUE,
QL,ECN2,0.0316,10,52.088,"EAST COAST NORTH (EDINBURGH WAVERLEY STATION LIMITS - COM CAMPERDOWN JN.)",HLJ3,TRUE,
QL,ECN2,52.088,11,59.1726,"EAST COAST NORTH (EDINBURGH WAVERLEY STATION LIMITS - COM CAMPERDOWN JN.)",HLJ2,TRUE,
QL,ECN3,0.0462,12,17.0374,"EAST COAST NORTH (COM CAMPERDOWN - COM ST VIGEANS)",HLJ2,TRUE,
QL,ECN4,17.121,13,33.0572,"EAST COAST NORTH (ST VIGEANS COM - KINNABER COM)",HLJ2,TRUE,
QL,ECN5,203.0242,14,241.0176,"EAST COAST NORTH (KINNABER COM - ABERDEEN STATION)",HLJ2,TRUE,
QL,EGM1,0,15,44.1653,"EDINBURGH & GLASGOW MAIN (QUEEN STREET STN - HAYMARKET WEST JN.)",HLJ3,TRUE,
QL,EGM2,44.1653,16,46,"EDINBURGH & GLASGOW MAIN (HAYMARKET WEST JN. - COM HAYMARKET STATION)",HLJ3,TRUE,
QL,EGM3,0.0316,17,1.0462,"EDINBURGH & GLASGOW MAIN (WAVERLEY STN LIMITS - COM HAYMARKET STATION)",HLJ3,TRUE,
