"Water Supply to East SB- see also 37148 Info on underground/overhead services <gas, water, electricity> has not been validated.",110075098
"Gas Main Info on underground/overhead services <gas, water, electricity> has not been validated.",110075111
"Sewers Info on underground/overhead services <gas, water, electricity> has not been validated.",110075136
"U/G Elect cable - Station Approach",110075150
"Cable, pole & stay",110075174
Wires,110075182
"FEEDER 2011.33KV.CROSSES UP/DN CHANDLERS FORD BRANCH.4 X 5"" A/C DUCTS.SHOWN ON BOTH CHARTS B.E. 3/9 & 3/8. Info on underground/overhead services <gas, water, electricity> has not been validated.",110072498
"FEEDER 2011-C/E EASTLEIGH STN.33 KV+76 CORE PILOT CABLE.CROSSES PORTSMOUTH LOOP/ DN SLOW/FAST,UP FAST/SLOW.ACTUAL XNG @ 73m 992y.CHART B.E.3/14.CABLE FIRST WENT U""GROUND AT L/E.Info not validated.",110072500
"CHART B.E. 3/17 FEEDER 2012 33KV THIS CROSSES THE INCOmmING AND OUTGOING ROAD TO DEPOT. Info on underground/overhead services <gas, water, electricity> has not been validated.",110072502
"FEEDER 2001& 48 CORE PILOT.33KV.UP SDG NEAR 33.5 MP.NEAR PROSPECT ROAD<106> BRIDGE.THIS CROSSED THE BACK OF THE SIDING UNDER THE BUFFER STOP.CHART B.E.1/2 STURT S/S TO FLEET S/S.Info not validated.",110072505
"FEEDER 2012+76 CORE PILOT CABLE.EASTLEIGH S/S - SOUTHAMPTON S/S.33KV.XNG LOC UP SDGS.BEVOIS PK SDGS.Crosses NEAREST SDG TO DUKES RD BGE.FEEDER BURIED ON BGE PARAPET.CHART No.B.E.4/5.12.5"" BCT.Info not validated.",110072513
"FEEDER 2012.33KV + 76 CORE PILOT.EASTLEIGH - SOUTHAMPTON S/S.2 X 5"" A/C DUCTS NORTHAM JN.Crosses the WATERLOO UP/DN MAIN. Info on underground/overhead services has not been validated.",110072516
"From Down platform across footbridge to Up platform and signal box is at country end, S & T depot is reached via wicket gate adjacent to signal box.",110071929
"FEEDER 401,402 + 28 CORE +48 CORE PILOT; Crosses THE DUNDONALD YARD SIDINGS. CHART 1W/SHT39. Info on underground/overhead services <gas, water, electricity> has not been validated.",110072636
"NO FEEDER, 1 x 0.05 TWIN CORE HV CABLE; Crosses DOWN MALDEN TO NORBITON LINE, APPROX 40 yds NORBITON END ELM ROAD XNG.CHART 1W/SHT50. Info on underground/overhead services has not been validated.",110072646
"Enter station via counrtry end of platform 2. Risk Rating 6,Hazard Rating 2,Score 12,Steps No.",110148966
"Via Down Side station exit up steps leading to Western Esplanade, turn right across road using pedestrian paths and traffic lights then turn left along Southern Road to No 10 Dock Gates, bearing left to No 8 Dock Gate along Herbert Walker Avenue.",110071780
"Leave Southampton station by Up Side exit and proceed along Bletchynden Terrace into West Park Road, cross Havelock Road at traffic lights and turn right along Havelock Road into Civic Centre Road Cross Marlands Road and then cross Above Bar Street at Pel",110071783
"1 mile east. London end. of station. From Northam Rd take Radcliffe Rd. Turn into goods yard, turn left and follow to bottom of yard. Substation on down of main line.",110071785
"Site of closed Sparkford station. Access from A359, through gate, room is on up side. Vehicular access available. <Access due to change to a new gate next to the relay room - int the hands of Outside Parties at W/Loo>",110071787
"1.5 miles. Country end. Liss Station. From new A3M southbound turn left into Tankervale Lane, about 500 yards past the Liss turnoff. Follow lane to crossing and walk to country about half a mile. T.P. Hut on up side.",110071794
"Via station footbridge from Up or Down platforms across Wellesley road, through wicket gate at level crossing, along footpath on Down side leading to Depot via timber crossing over Shepperton lines. Vehicular Access to car park at Shacklegate end.",110071800
"Staines West. Includes BR land north of former station building <Moor House>. Planning Authority: Spelthorne Borough",70100953
"Train Movements. 2 Lookouts or Possession Train.",110072239
"Limited sighting distance. Minimum of 2 Lookouts.",110072242
"Train Movements. 2 Lookouts or possession.",110072245
"Limited sighting distance. A minimum of 2 Lookouts is required for this location.",110072246
"LANDFILL GAS. This stretch of railway has been identified as being at risk from the migration of landfill gasses. Appropriate precautions should be taken. For further information please contact nationalminingengineer@networkrail.co.uk",70100391
"LANDFILL GAS. This stretch of railway has been identified as being at risk from the migration of landfill gasses. Appropriate precautions should be taken. For further information please contact nationalminingengineer@networkrail.co.uk",70100393
"Via the Winchester Road end of platform 2 & 3, at Eastleigh Station, taking care to observe the Safety Light at the entrance to platform 3, cross running line, and by means of the laid-down walkway to the car park, also taking care to notice movements via",110071527
"From the A352 at East Stoke. between Wareham and Wool. turn southward. adjacent to a former church. onto an unclassified road for approximately 200 yards until reaching the level crossing gates protecting the railway line. Entrance to the crossing keepers",110071530
"Located 1 mile Wokingham Station. Reading side. R From Wokingham take A329 to Reading, turn right at Forest Rd. Access gate on right hand side. P Rail only.",110071534
"Via Subway for Up Platforms and direct for Down Platforms.",110071536
"Via Down platform and troughing to site of former East Junction Siding Box.",110071546
"Via clearance opposite the down main line overbridge 28. A27 Roadbridge. and via footpath adjacent to the down main line, crossing running lines at the point opposite to the ground frame.",110071547
"Leave station via Down side ticket barrier and proceed downhill towards the town. Turn right at bottom of hill and follow footpath until gate is reached on the right after passing under the railway. After entering this gate proceed until access gate is re",110071549
"Via station forecourt on the Down side to berthing point on non-electrified siding. When Yard gates are locked, proceed along Down platform and across Bay Sidings to berthing point. Vehicular Access Available",110071552
"From Up side platform via footbridge to down side platform, thence via platform ramp at country end.",110071556
