QC,AFE,0,5,0.0553,"ABBEY FOREGATE JN - ENGLISH BR JN (LOOP LINES)",HCJ7,TRUE
QC,APG,-0.011,6,0.0781,"ABERPERGWM BRANCH",HCJ6,TRUE
QC,APS,4.1418,7,7.1316,"ABERTHAW POWER STATION BRANCH",HCJ6,TRUE
QC,BAL,0.0244,8,9.0176,"BRIDGEND & ABERGWYNFI LINE",HCJ6,TRUE
QC,BAN1,205.1726,9,206.0004,"BAGLAN BRANCH",HCJ6,TRUE
QC,BAN2,0,10,0.0799,"BAGLAN BRANCH",HCJ6,TRUE
QC,BDL,5.1614,11,8.0704,"BARRY DOCKS HIGH LEVEL LINE",HCJ6,TRUE
QC,BDO,6.0409,12,8.066,"BARRY DOCKS LOW LEVEL LINE NO.1",HCJ6,TRUE
QC,BDO2,7.0986,13,8.0097,"BARRY DOCKS: SULLY MOORS EXTENSION LINE",HCJ6,TRUE
QC,BFZ,16.099,14,17.0592,"BRITON FERRY DOCKS BRANCH",HCJ6,TRUE
QC,BJR,0,15,4.1518,"BASSALEG JUNCTION & RHYMNEY LINE",HCJ6,TRUE
QC,BJZ,16.099,16,18.066,"BAGLAN JUNCTION TO NEATH JUNCTION LOOP",HCJ6,TRUE
QC,BNC,0.0059,17,0.0427,"BRECON CURVE (HEREFORD)",HCJ7,TRUE
QC,BRY,0.022,18,9.0205,"BARRY LINE",HCJ6,TRUE
QC,BSW,9.1254,19,17.0025,"BRISTOL & SOUTH WALES UNION LINE",HCJ6,TRUE
QC,BUT,-0.0018,20,0.0726,"BUTE DOCKS BRANCH",HCJ6,TRUE
QC,CAN,245.0216,21,245.1441,"CARMARTHEN & NEWCASTLE EMLYN LINE",HCJ6,TRUE
QC,CCC,170.1311,22,171.059,"CARDIFF CANTON CARRIAGE & D.M.U. DEPOT",HCJ6,TRUE
QC,CCD,170.1311,23,171.0466,"CARDIFF CANTON LOCOMOTIVE DEPOT",HCJ6,TRUE
QC,CCS,0.0451,24,0.1097,"CARDIFF CANTON ALL OTHER SIDINGS",HCJ6,TRUE
QC,CDK1,4.1188,25,5.0429,"CARDIFF DOCKS - SPLOTT JCN TO ROATH DOCK ROAD LC",HCJ6,TRUE
QC,CDK2,4.1188,26,5.0429,"CARDIFF DOCKS - SPLOTT JCN TO LOCKS ROAD",HCJ6,TRUE
QC,CDK3,5.045,27,6.0286,"CARDIFF DOCKS - COMPASS ROAD TO LONGSHIP ROAD",HCJ6,TRUE
QC,CDK4,5.0258,28,5.0928,"CARDIFF DOCKS - JUCTION LOCK RD TO FIRGATE ROAD",HCJ6,TRUE
QC,CEB,0,29,0.0132,"CARDIFF EAST BRANCH",HCJ6,TRUE
QC,CEJ,-0.0002,30,0.0288,"CARDIFF EAST JUNCTION LINE",HCJ6,TRUE
QC,CFR,0,31,1.0176,"CARDIFF RIVERSIDE BRANCH (FORMERLY CRS)",HCJ6,TRUE
QC,CHT,1.0506,32,1.0748,"CROCKHERBTOWN LOOP (FORMERLY CHN)",HCJ6,TRUE
QC,CLL,0,33,0.0574,"CARDIFF LECKWITH LOOP",HCJ6,TRUE
QC,CMG,0,34,2.123,"(CLOSED) CWMGORSE BRANCH",HCJ6,TRUE
QC,CMM,0,35,12.1144,"CWMMAWR BRANCH",HCJ6,TRUE
QC,CNH3,188.088,143,263.1256,"CHESTER SOUTH JN - HOLYHEAD",HCJ7,TRUE
QC,CNW,0,36,0.0425,"CARMARTHEN WEST LOOP",HCJ6,TRUE
QC,CPL,0,37,0.0557,"CARDIFF PENARTH LOOP",HCJ6,TRUE
QC,CQS,1.0352,38,1.055,"CARDIFF QUEEN ST NORTH JUNCTION",HCJ6,TRUE
QC,CRB,18.077,39,18.1672,"COWBRIDGE ROAD JUNCTION TO BRIDGEND",HCJ6,TRUE
QC,CRL,271.0171,40,281.1271,"CLARBESTON ROAD & LETTERSTON LINE",HCJ6,TRUE
QC,CWL1,20.0029,41,20.0255,"CENTRAL WALES LINE",HCJ7,TRUE
QC,CWL2,0,42,59.0301,"CENTRAL WALES LINE",HCJ7,TRUE
QC,CWT,-0.0015,43,0.0062,"CAERWENT BRANCH",HCJ6,TRUE
QC,CYA,13.158,44,15.0176,"CYLLA BRANCH",HCJ6,TRUE
QC,DAN,46.0484,1,46.1445,"DANYGRAIG BRANCH",HCJ6,TRUE
QC,DJP,78.1272,2,132.1534,"DOVEY JN - PWLLHELI",HCJ7,TRUE
QC,DOK,4.055,3,4.1188,"NOT USED  - NOW INCLUDED IN ROA (ROATH BRANCH)",HCJ6,TRUE
QC,EBW,14.0453,4,19.1568,"EBBW VALE BRANCH",HCJ6,TRUE
QC,ELY,0.0046,68,0.1025,"ELY VALLEY BRANCH",HCJ6,TRUE
QC,ERB,0,69,1.0198,"ELF REFINERY BRANCH",HCJ6,TRUE
QC,EUB,0,70,2.1535,"EAST USK BRANCH",HCJ6,TRUE
QC,EUJ,157.0169,71,157.024,"EAST USK BRANCH",HCJ6,TRUE
QC,FOR,0,72,1.033,"FORDS BRANCH",HCJ6,TRUE
QC,FSH,287.1144,73,289.0152,"FISHGUARD HARBOUR LINES",HCJ6,TRUE
QC,GAE,159.0705,74,160.0517,"GAER BRANCH",HCJ6,TRUE
QC,GAW1,0.0535,75,0.1214,"GARW VALLEY BRANCH",HCJ6,TRUE
QC,GAW2,0,76,5.1628,"GARW VALLEY BRANCH",HCJ6,TRUE
QC,GCT,121.0814,77,143.0054,"(CLOSED) GRANGE COURT & HEREFORD LINE {EX GCH}",HCJ6,TRUE
QC,GLA,0,78,17.0814,"GAERWEN - AMLWCH",HCJ7,TRUE
QC,GLD,0,79,1.0517,"GLOUCESTER LLANTHONY DOCKS BRANCH",HCJ6,TRUE
QC,GNQ1,-0.0243,80,2.0077,"GOBOWEN - OSWESTRY MILEPOST CHANGE",HCJ7,TRUE
QC,GNQ2,0,81,2.0845,"TANAT VALLEY BRNCH FROM LLYNCLYS JN",HCJ7,TRUE
QC,GNQ3,2.1169,82,3.0124,"LLANYMYNECH - NANTMAWR QUARRY",HCJ7,TRUE
