QG,ABE2,0.0792,37,0.0858,"BARKSTON JNC BARKSTON EAST JNC_(NOW REPLACED BY ABE1 EXTENSION)",HGJ3,TRUE
QG,AGY,0,38,0.058,"ATTERCLIFFE GOODS YARD (OPEN SIDING)",HGJ4,TRUE
QG,ANS,6.1518,39,7.056,"ALDWARKE NORTH (MID) TO ALDWARKE SOUTH (GC)",HGJ4,TRUE
QG,AWP,0,40,0.0528,"ANLABY ROAD JN WEST PARADE NORTH JN",HGJ7,TRUE
QG,BAC2,149.099,41,152.0462,"BARROW HILL NORTH JN TO SEYMOUR JN",HGJ4,TRUE
QG,BAC3,149.0748,42,155.0161,"ELMTON & CRESSWELL JN - SEYMOUR JN",HGJ4,TRUE
QG,BAH1,44.0396,43,45.121,"HORBURY STN JN - CRIGGLESTONE JN",HGJ6,TRUE
QG,BAH2,45.1232,44,52.132,"CRIGGLESTONE JN - BARNSLEY STN JN",HGJ4,TRUE
QG,BAR,100.0956,45,110.0418,"BARTON BRANCH",HGJ4,TRUE
QG,BBW,0,46,1.0393,"BRADLEY JN BRADLEY WOOD",HGJ6,TRUE
QG,BCB,115.1581,47,116.0972,"BESSACARR JN - BLACK CARR JN",HGJ3,TRUE
QG,BCE,5.11,48,5.1408,"BOLSOVER COLLIERY EMPTIES",HGJ4,TRUE
QG,BCO,0,49,0.055,"BENTLEY COLLIERY",HGJ2,TRUE
QG,BEC,0,50,4.0462,"BEVERCOTES COLLIERY",HGJ4,TRUE
QG,BEW,46.1237,51,48.0136,"BEIGHTON JN - WOODHOUSE JN",HGJ4,TRUE
QG,BGE,0,52,0.1144,"BOLDON COLLIERY JN - GREEN LANE JN",HGJ8,TRUE
QG,BGH,0,53,0.021,"BRAMPTON & GASHOUSE BRANCH (OPEN SIDING)",HGJ4,TRUE
QG,BHM,149.0662,54,149.0745,"BARROW HILL MOTIVE POWER DEPOT",HGJ4,TRUE
QG,BIB,0,55,0.0374,"SHIPLEY BINGLEY JN BRADFORD JN",HGJ6,TRUE
QG,BKS,0,56,14.022,"BRANCLIFFE JNC KIRK SANDAL JNC",HGJ4,TRUE
QG,BKS,14.022,57,20.1122,"BRANCLIFFE JNC KIRK SANDAL JNC",HGJ3,TRUE
