QK,ACR,56.049,2,85.1496,"ASHFORD 'E' JN - RAMSGATE VIA CANTERBURY WEST",HKJ6,TRUE
QK,AGW,0,3,0.1063,"ANGERSTEIN JN - ANGERSTEIN WHARF",HKJ4,TRUE
QK,AHG,2.0968,4,2.1096,"NINE ELMS JN - LINFORD STREET JN.",HKJ5,TRUE
QK,APL,64.1283,5,74.0088,"APPLEDORE JN - LYDD TOWN (GOODS LINE)",HKJ6,TRUE
QK,ATH,56.0347,6,71.099,"ASHFORD'D' JN - HASTINGS",HKJ6,TRUE
QK,ATH,71.099,7,82.0714,"ASHFORD'D' JN - HASTINGS",HKJ5,TRUE
QK,ATL,3.1065,8,3.121,"PECKHAM RYE (ATLANTIC LINE) - BATTERSEA PARK JN",HKJ4,TRUE
QK,ATL,3.121,9,6.1419,"PECKHAM RYE (ATLANTIC LINE) - BATTERSEA PARK JN",HKJ5,TRUE
QK,ATL,6.142,10,7.077,"PECKHAM RYE (ATLANTIC LINE) - BATTERSEA PARK JN",HKJ3,TRUE
QK,BAY,1.0275,11,1.1386,"BRICKLAYERS ARMS BRANCH (CLOSED BUT PART STILL IN POSITION)",HKJ4,TRUE
QK,BBJ,4.1518,12,9.143,"BALHAM JN - BECKENHAM JN",HKJ3,TRUE
QK,BBJ,9.143,13,11.1408,"BALHAM JN - BECKENHAM JN",HKJ5,TRUE
QK,BBR,22.077,14,25.1667,"BARNHAM JN - BOGNOR REGIS",HKJ2,TRUE
QK,BEX,5.1203,15,15.0792,"ST JOHNS JN - CRAYFORD CREEK JN VIA BEXLEYHEATH",HKJ4,TRUE
QK,BJN1,9.0801,16,9.154,"BROMLEY JN - NORWOOD JN (UP CRYSTAL PALACE LINE)",HKJ3,TRUE
QK,BJN2,9.1056,17,9.165,"BROMLEY JN - NORWOOD JN (DOWN CRYSTAL PALACE LINE)",HKJ3,TRUE
QK,BLI1,0,18,19.0532,"BRIGHTON (WEST COAST) - LITTLEHAMPTON JN",HKJ2,TRUE
QK,BLI2,60.1271,19,62.0066,"LITTLEHAMPTON JN - LITTLEHAMPTON STN",HKJ2,TRUE
QK,BME1,-0.0066,20,0.0556,"MINSTER EAST JN - MINSTER SOUTH JN",HKJ6,TRUE
QK,BME2,82.0402,21,99.0116,"MINSTER SOUTH JN - BUCKLAND JN",HKJ6,TRUE
QK,BMJ,0.1375,22,1.0374,"BLACKFRIARS JN - METROPOLITAN JN",HKJ4,TRUE
QK,BNG,8.1584,23,10.1034,"GROVE PARK JN - BROMLEY NORTH",HKJ4,TRUE
QK,BPJ,49.1671,156,50.079,"LOVERS WALK DEPOT",HKJ2,TRUE
QK,BSF,0.1567,24,1.0352,"BATTERSEA PIER TO FACTORY JUNCTION",HKJ3,TRUE
QK,BSF,1.0352,25,1.1368,"BATTERSEA PIER TO FACTORY JUNCTION",HKJ5,TRUE
QK,BSP1,0.1588,26,1.0352,"BATTERSEA PIER JN - LONGHEDGE ""A"" JN VIA STEWARTS LANE",HKJ3,TRUE
QK,BSP1,1.0352,27,1.1295,"BATTERSEA PIER JN - LONGHEDGE ""A"" JN VIA STEWARTS LANE",HKJ5,TRUE
QK,BSP2,1.1425,28,1.1474,"LONGHEDGE ""B"" JN - POUPARTS JN",HKJ5,TRUE
QK,BSP2,1.1474,29,2.044,"LONGHEDGE ""B"" JN - POUPARTS JN",HKJ3,TRUE
QK,BTC,7.0292,30,8.1355,"BLACKHEATH JN - CHARLTON JN",HKJ4,TRUE
QK,BTH1,1.1078,31,4.0968,"SOUTH BERMONDSEY JN - SUTTON JN",HKJ4,TRUE
QK,BTH1,4.0968,32,13.099,"SOUTH BERMONDSEY JN - SUTTON JN",HKJ3,TRUE
QK,BTH2,14.1452,33,17.0726,"SUTTON JN - EPSOM JN",HKJ3,TRUE
